"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","714285.69","0.631","0.016","0.359","1.919","4.639","19.487"
"PING_MBULK","657894.75","0.709","0.024","0.407","1.831","6.615","19.487"
"SET","353356.91","1.394","0.032","0.919","4.399","6.303","10.311"
"GET","621118.00","0.766","0.032","0.447","1.815","5.303","37.087"
"INCR","327868.84","1.512","0.032","0.991","4.855","7.167","17.935"
"LPUSH","294985.25","1.681","0.024","1.359","4.487","6.863","18.815"
"RPUSH","280898.88","1.762","0.024","1.535","4.831","6.639","12.183"
"LPOP","280898.88","1.764","0.024","1.335","4.959","9.351","23.839"
"RPOP","302114.81","1.636","0.024","1.311","4.575","7.391","15.591"
"SADD","286532.94","1.721","0.032","1.415","4.583","6.167","18.383"
"HSET","280112.06","1.768","0.032","1.439","4.743","6.807","11.823"
"SPOP","311526.47","1.594","0.016","1.295","3.855","6.847","20.191"
"LPUSH (needed to benchmark LRANGE)","299401.22","1.651","0.024","1.415","4.103","5.535","10.743"
"LRANGE_100 (first 100 elements)","125628.14","3.830","0.112","2.303","13.135","21.487","32.431"
"MSET (10 keys)","119189.52","4.179","0.112","3.415","10.319","14.775","25.007"
