"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","95877.28","0.269","0.064","0.263","0.351","0.407","1.599"
"PING_MBULK","90661.83","0.285","0.064","0.287","0.359","0.407","0.839"
"SET","93023.25","0.281","0.024","0.279","0.359","0.423","4.119"
"GET","91827.37","0.282","0.064","0.287","0.359","0.415","1.439"
"INCR","94517.96","0.275","0.032","0.271","0.367","0.455","2.551"
"LPUSH","7274.84","6.842","0.088","6.439","15.103","17.583","24.655"
"RPUSH","85836.91","0.304","0.032","0.303","0.407","0.471","2.463"
"LPOP","84817.64","0.310","0.024","0.303","0.415","0.519","4.679"
"RPOP","88731.15","0.293","0.048","0.295","0.375","0.455","1.383"
"SADD","91491.30","0.284","0.040","0.287","0.359","0.455","1.247"
"HSET","91157.70","0.285","0.048","0.295","0.351","0.383","1.391"
"SPOP","86580.09","0.300","0.032","0.303","0.367","0.439","2.599"
"LPUSH (needed to benchmark LRANGE)","6915.15","7.196","0.056","7.151","15.831","19.375","26.495"
"LRANGE_100 (first 100 elements)","69300.07","0.373","0.024","0.335","0.487","0.519","5.543"
"MSET (10 keys)","88105.73","0.303","0.032","0.303","0.383","0.463","2.831"
