"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1000000.00","0.262","0.104","0.255","0.351","0.375","0.471"
"PING_MBULK","952381.00","0.291","0.024","0.263","0.423","1.167","3.711"
"SET","689655.19","0.682","0.088","0.639","1.151","1.751","3.535"
"GET","787401.56","0.543","0.136","0.527","0.823","1.431","4.535"
"INCR","704225.31","0.659","0.136","0.647","0.887","1.575","2.687"
"LPUSH","2184.36","228.828","127.424","223.487","314.879","367.871","839.679"
"RPUSH","714285.69","0.605","0.040","0.527","1.295","1.831","9.863"
"LPOP","751879.69","0.591","0.048","0.551","0.991","1.735","10.351"
"RPOP","757575.75","0.599","0.040","0.567","0.983","1.719","3.783"
"SADD","746268.62","0.643","0.040","0.607","0.951","1.655","12.871"
"HSET","775193.81","0.609","0.104","0.583","0.927","1.503","5.847"
"SPOP","729927.06","0.653","0.048","0.591","1.071","3.295","6.751"
"LPUSH (needed to benchmark LRANGE)","2190.29","228.161","141.696","226.943","302.847","337.663","843.775"
"LRANGE_100 (first 100 elements)","175746.92","1.669","0.096","1.383","3.151","7.527","19.999"
"MSET (10 keys)","228832.95","2.163","0.960","2.039","2.999","3.359","5.279"
