"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","909090.94","0.299","0.072","0.263","0.447","0.607","1.135"
"PING_MBULK","943396.25","0.374","0.064","0.407","0.567","0.623","0.839"
"SET","806451.62","0.537","0.208","0.503","0.847","0.967","1.295"
"GET","1000000.00","0.427","0.160","0.407","0.639","0.783","1.047"
"INCR","840336.12","0.516","0.176","0.519","0.831","0.943","1.231"
"LPUSH","943396.25","0.373","0.096","0.303","0.719","0.855","1.383"
"RPUSH","1000000.00","0.351","0.088","0.271","0.663","0.767","1.023"
"LPOP","980392.19","0.455","0.208","0.431","0.647","0.823","1.167"
"RPOP","952381.00","0.347","0.088","0.327","0.551","0.687","1.095"
"SADD","1010101.00","0.409","0.080","0.383","0.671","0.831","1.151"
"HSET","869565.19","0.462","0.184","0.439","0.727","0.895","1.575"
"SPOP","523560.22","0.890","0.192","0.791","1.663","2.631","3.111"
"LPUSH (needed to benchmark LRANGE)","854700.88","0.432","0.160","0.367","0.727","0.815","1.031"
"LRANGE_100 (first 100 elements)","202020.20","1.505","0.408","1.239","2.647","3.223","3.895"
"MSET (10 keys)","346020.75","1.321","0.504","1.263","2.191","2.959","4.239"
