"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","79428.12","0.433","0.008","0.311","1.143","2.687","15.607"
"PING_MBULK","89766.61","0.373","0.008","0.271","0.895","2.031","12.527"
"SET","91157.70","0.386","0.016","0.279","0.991","1.991","14.503"
"GET","91407.68","0.375","0.008","0.263","0.951","2.503","12.255"
"INCR","90826.52","0.390","0.016","0.271","1.023","2.191","16.879"
"LPUSH","94073.38","0.371","0.016","0.255","0.951","2.351","13.807"
"RPUSH","87950.75","0.386","0.016","0.287","0.927","2.311","11.879"
"LPOP","85984.52","0.387","0.008","0.295","0.903","1.927","12.423"
"RPOP","90579.71","0.362","0.016","0.287","0.815","1.879","7.647"
"SADD","90090.09","0.365","0.016","0.287","0.823","1.791","11.839"
"HSET","93370.68","0.372","0.016","0.263","0.951","1.975","14.647"
"SPOP","92506.94","0.371","0.008","0.271","0.951","1.975","10.167"
"LPUSH (needed to benchmark LRANGE)","91827.37","0.375","0.008","0.263","0.935","2.103","11.959"
"LRANGE_100 (first 100 elements)","63694.27","0.592","0.016","0.375","1.567","3.655","25.439"
"MSET (10 keys)","77639.75","0.561","0.016","0.327","1.727","3.799","14.671"
