"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","96246.39","0.353","0.008","0.255","0.839","1.887","12.031"
"PING_MBULK","96805.42","0.356","0.008","0.255","0.839","2.183","25.551"
"SET","96805.42","0.376","0.008","0.255","1.007","2.143","11.447"
"GET","97751.71","0.369","0.008","0.255","0.935","2.183","15.863"
"INCR","97465.88","0.368","0.016","0.247","0.943","2.623","12.687"
"LPUSH","99601.60","0.362","0.008","0.247","0.911","2.343","18.255"
"RPUSH","97276.27","0.376","0.008","0.247","1.015","2.247","31.631"
"LPOP","98716.68","0.360","0.008","0.247","0.903","2.263","13.815"
"RPOP","97847.36","0.368","0.008","0.247","0.951","2.151","21.215"
"SADD","94966.77","0.369","0.008","0.271","0.903","1.967","8.759"
"HSET","97465.88","0.360","0.008","0.255","0.911","2.095","14.319"
"SPOP","96805.42","0.366","0.016","0.255","0.919","2.431","28.015"
"LPUSH (needed to benchmark LRANGE)","98231.83","0.365","0.008","0.247","0.903","2.495","8.879"
"LRANGE_100 (first 100 elements)","64432.99","0.593","0.024","0.375","1.631","3.727","25.215"
"MSET (10 keys)","85178.88","0.509","0.016","0.311","1.471","3.183","18.943"
