"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","943396.25","0.409","0.032","0.295","0.991","2.727","8.295"
"PING_MBULK","980392.19","0.431","0.024","0.295","1.015","3.631","10.623"
"SET","900900.88","0.489","0.032","0.279","1.735","2.895","7.639"
"GET","961538.44","0.449","0.032","0.303","1.127","3.407","9.015"
"INCR","917431.19","0.468","0.032","0.287","1.503","3.687","7.831"
"LPUSH","666666.62","0.737","0.024","1.031","1.223","1.711","3.135"
"RPUSH","628930.81","0.781","0.024","1.055","1.255","1.647","3.607"
"LPOP","628930.81","0.785","0.024","1.055","1.231","1.551","3.343"
"RPOP","657894.75","0.746","0.024","1.039","1.263","2.039","4.135"
"SADD","609756.06","0.807","0.024","1.055","1.279","1.967","2.495"
"HSET","598802.44","0.820","0.024","1.063","1.231","1.607","2.543"
"SPOP","657894.75","0.748","0.016","1.023","1.287","2.183","5.183"
"LPUSH (needed to benchmark LRANGE)","632911.38","0.776","0.024","1.047","1.287","2.103","4.991"
"LRANGE_100 (first 100 elements)","192307.70","1.808","0.200","1.183","5.247","9.303","16.199"
"MSET (10 keys)","246913.58","2.013","0.096","1.583","4.999","6.815","11.847"
