"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","900900.88","0.460","0.024","0.287","1.079","3.799","11.159"
"PING_MBULK","970873.81","0.445","0.024","0.303","1.127","2.935","5.183"
"SET","877193.00","0.534","0.032","0.255","2.215","4.231","7.135"
"GET","909090.94","0.481","0.024","0.343","1.183","2.327","5.887"
"INCR","840336.12","0.555","0.032","0.279","2.295","4.567","8.247"
"LPUSH","613496.94","0.804","0.024","1.063","1.287","2.095","4.351"
"RPUSH","574712.69","0.861","0.024","1.079","1.439","2.231","3.495"
"LPOP","621118.00","0.793","0.024","1.063","1.287","1.959","4.239"
"RPOP","609756.06","0.805","0.024","1.063","1.303","2.063","4.047"
"SADD","564971.75","0.875","0.024","1.087","1.335","2.103","5.215"
"HSET","540540.56","0.914","0.024","1.095","1.423","2.071","4.975"
"SPOP","598802.44","0.823","0.016","1.063","1.399","2.255","5.151"
"LPUSH (needed to benchmark LRANGE)","598802.44","0.819","0.024","1.063","1.319","2.175","4.367"
"LRANGE_100 (first 100 elements)","185528.77","1.858","0.128","1.223","5.127","9.687","18.335"
"MSET (10 keys)","228832.95","2.173","0.112","1.815","5.063","6.895","10.063"
