"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","111234.70","0.233","0.016","0.223","0.303","0.351","2.047"
"PING_MBULK","109289.62","0.237","0.032","0.231","0.303","0.359","0.879"
"SET","112233.45","0.232","0.056","0.223","0.311","0.359","1.207"
"GET","108225.10","0.241","0.016","0.231","0.319","0.383","4.311"
"INCR","107642.62","0.243","0.024","0.231","0.319","0.391","4.663"
"LPUSH","107411.38","0.242","0.032","0.239","0.319","0.367","1.439"
"RPUSH","107181.13","0.244","0.016","0.231","0.319","0.383","2.719"
"LPOP","109289.62","0.238","0.024","0.231","0.311","0.351","1.271"
"RPOP","104384.13","0.249","0.032","0.247","0.319","0.383","1.367"
"SADD","103950.10","0.251","0.016","0.239","0.335","0.399","2.255"
"HSET","92764.38","0.281","0.016","0.279","0.359","0.423","2.071"
"SPOP","95969.28","0.271","0.040","0.271","0.351","0.407","1.559"
"LPUSH (needed to benchmark LRANGE)","98135.42","0.266","0.032","0.271","0.343","0.407","3.423"
"LRANGE_100 (first 100 elements)","78003.12","0.348","0.024","0.327","0.415","1.007","14.727"
"MSET (10 keys)","111982.08","0.244","0.024","0.231","0.319","0.591","4.879"
