"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","100704.94","0.258","0.096","0.247","0.343","0.351","0.495"
"PING_MBULK","100502.52","0.257","0.072","0.239","0.335","0.359","0.567"
"SET","102249.49","0.264","0.064","0.247","0.359","0.527","1.599"
"GET","105820.11","0.246","0.072","0.239","0.319","0.359","1.951"
"INCR","105042.02","0.254","0.088","0.239","0.335","0.415","1.711"
"LPUSH","101010.10","0.260","0.120","0.247","0.335","0.383","8.751"
"RPUSH","103412.62","0.251","0.072","0.239","0.327","0.391","2.463"
"LPOP","103092.78","0.256","0.088","0.247","0.335","0.439","1.487"
"RPOP","103199.18","0.251","0.072","0.239","0.335","0.351","0.791"
"SADD","104058.27","0.253","0.080","0.239","0.327","0.367","8.807"
"HSET","106723.59","0.247","0.072","0.239","0.303","0.383","8.855"
"SPOP","108342.37","0.254","0.064","0.239","0.415","0.511","0.871"
"LPUSH (needed to benchmark LRANGE)","100401.61","0.257","0.096","0.239","0.343","0.399","0.527"
"LRANGE_100 (first 100 elements)","71787.51","0.362","0.248","0.335","0.487","0.631","1.239"
"MSET (10 keys)","102354.15","0.328","0.128","0.279","0.583","0.711","1.167"
