"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","88495.58","0.299","0.016","0.303","0.375","0.535","4.399"
"PING_MBULK","89126.56","0.298","0.016","0.295","0.367","0.647","5.007"
"SET","85034.02","0.319","0.024","0.311","0.423","0.815","5.679"
"GET","86058.52","0.309","0.024","0.303","0.391","0.559","3.015"
"INCR","87796.30","0.311","0.024","0.295","0.399","0.759","6.407"
"LPUSH","3933.14","12.687","0.056","12.631","25.695","28.239","42.207"
"RPUSH","5934.72","8.418","0.480","8.151","12.823","15.495","18.415"
"LPOP","6089.02","8.205","0.216","8.215","11.407","14.895","28.015"
"RPOP","16866.25","2.938","0.016","2.727","6.831","8.079","15.663"
"SADD","1846.62","27.057","0.144","29.327","51.135","54.783","70.655"
"HSET","1829.26","27.315","0.120","29.487","52.383","58.175","69.503"
"SPOP","2182.98","22.805","0.024","20.831","52.287","57.791","72.063"
"LPUSH (needed to benchmark LRANGE)","3917.42","12.742","0.072","10.663","27.455","30.895","39.775"
"LRANGE_100 (first 100 elements)","61050.06","0.482","0.032","0.407","0.831","2.023","18.527"
"MSET (10 keys)","79744.82","0.453","0.048","0.391","0.767","1.087","5.615"
