"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","98716.68","0.261","0.032","0.271","0.327","0.343","0.799"
"PING_MBULK","107991.36","0.239","0.056","0.223","0.311","0.343","2.295"
"SET","103950.10","0.250","0.016","0.239","0.311","0.335","2.063"
"GET","100300.91","0.258","0.064","0.263","0.327","0.351","2.527"
"INCR","99700.90","0.261","0.016","0.263","0.327","0.359","2.767"
"LPUSH","8842.51","5.625","0.024","5.479","12.519","15.063","25.487"
"RPUSH","103199.18","0.252","0.040","0.247","0.319","0.351","1.175"
"LPOP","103626.95","0.251","0.024","0.239","0.335","0.407","1.231"
"RPOP","91074.68","0.285","0.088","0.287","0.351","0.423","1.703"
"SADD","104931.80","0.248","0.056","0.231","0.327","0.399","1.663"
"HSET","111358.58","0.234","0.032","0.223","0.311","0.343","1.439"
"SPOP","102354.15","0.254","0.024","0.247","0.327","0.375","2.207"
"LPUSH (needed to benchmark LRANGE)","9025.27","5.512","0.056","5.279","11.807","13.263","18.639"
"LRANGE_100 (first 100 elements)","67980.97","0.378","0.040","0.367","0.463","0.479","3.559"
"MSET (10 keys)","92764.38","0.294","0.024","0.295","0.359","0.871","2.839"
