"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1010101.00","0.265","0.040","0.247","0.359","0.767","3.671"
"PING_MBULK","1123595.50","0.232","0.104","0.231","0.279","0.303","0.511"
"SET","943396.25","0.496","0.040","0.415","1.103","1.663","9.327"
"GET","769230.81","0.488","0.040","0.335","1.255","3.383","7.135"
"INCR","704225.31","0.548","0.040","0.399","1.575","2.727","6.663"
"LPUSH","2616.84","190.967","97.088","187.775","251.903","286.207","889.343"
"RPUSH","819672.12","0.557","0.056","0.527","1.007","1.519","2.927"
"LPOP","840336.12","0.562","0.072","0.543","0.815","1.255","5.895"
"RPOP","925925.88","0.475","0.040","0.487","0.615","0.679","0.983"
"SADD","735294.06","0.649","0.048","0.599","1.087","1.703","4.775"
"HSET","840336.12","0.530","0.208","0.543","0.679","0.831","1.535"
"SPOP","757575.75","0.601","0.032","0.567","1.039","1.839","16.135"
"LPUSH (needed to benchmark LRANGE)","2579.71","193.730","112.448","191.999","253.695","290.047","888.319"
"LRANGE_100 (first 100 elements)","186915.88","1.475","0.120","1.223","2.159","5.295","11.255"
"MSET (10 keys)","129533.68","3.851","0.080","3.711","7.479","8.943","12.495"
