test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,100000.000000,0.000000,0.252000,0.000000,0.056000,0.000000,0.247000,0.000000,0.367000,0.000000,0.463000,0.000000,0.551000,0.000000
PING_MBULK,100000.000000,0.000000,0.238000,0.000000,0.048000,0.000000,0.231000,0.000000,0.327000,0.000000,0.551000,0.000000,0.647000,0.000000
SET,100000.000000,0.000000,0.257000,0.000000,0.048000,0.000000,0.247000,0.000000,0.407000,0.000000,0.567000,0.000000,0.663000,0.000000
GET,90909.090000,0.000000,0.262000,0.000000,0.048000,0.000000,0.263000,0.000000,0.391000,0.000000,0.439000,0.000000,0.511000,0.000000
INCR,100000.000000,0.000000,0.241000,0.000000,0.040000,0.000000,0.247000,0.000000,0.327000,0.000000,0.423000,0.000000,0.511000,0.000000
LPUSH,100000.000000,0.000000,0.252000,0.000000,0.096000,0.000000,0.255000,0.000000,0.335000,0.000000,0.415000,0.000000,0.487000,0.000000
RPUSH,111111.120000,0.000000,0.240000,0.000000,0.040000,0.000000,0.239000,0.000000,0.319000,0.000000,0.399000,0.000000,0.463000,0.000000
LPOP,100000.000000,0.000000,0.248000,0.000000,0.032000,0.000000,0.247000,0.000000,0.343000,0.000000,0.455000,0.000000,0.527000,0.000000
RPOP,83333.340000,0.000000,0.324000,0.000000,0.072000,0.000000,0.327000,0.000000,0.431000,0.000000,0.567000,0.000000,0.719000,0.000000
SADD,100000.000000,0.000000,0.256000,0.000000,0.040000,0.000000,0.255000,0.000000,0.391000,0.000000,0.463000,0.000000,0.535000,0.000000
HSET,71428.570000,0.000000,0.418000,0.000000,0.040000,0.000000,0.311000,0.000000,0.695000,0.000000,2.711000,0.000000,2.863000,0.000000
SPOP,100000.000000,0.000000,0.257000,0.000000,0.032000,0.000000,0.255000,0.000000,0.359000,0.000000,0.455000,0.000000,0.519000,0.000000
LPUSH (needed to benchmark LRANGE),100000.000000,0.000000,0.251000,0.000000,0.040000,0.000000,0.255000,0.000000,0.367000,0.000000,0.439000,0.000000,0.511000,0.000000
LRANGE_100 (first 100 elements),62500.000000,0.000000,0.436000,0.000000,0.128000,0.000000,0.439000,0.000000,0.655000,0.000000,1.223000,0.000000,1.759000,0.000000
MSET (10 keys),111111.120000,0.000000,0.252000,0.000000,0.072000,0.000000,0.247000,0.000000,0.351000,0.000000,0.455000,0.000000,0.527000,0.000000
