"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","104058.27","0.321","0.008","0.239","0.807","1.647","12.255"
"PING_MBULK","103519.66","0.313","0.008","0.239","0.759","1.335","9.871"
"SET","102986.61","0.327","0.008","0.239","0.799","1.551","18.111"
"GET","102880.66","0.331","0.008","0.239","0.839","1.671","9.359"
"INCR","106837.61","0.307","0.016","0.239","0.711","1.359","8.183"
"LPUSH","103734.44","0.333","0.008","0.239","0.847","1.687","8.447"
"RPUSH","101317.12","0.339","0.008","0.239","0.871","1.791","13.903"
"LPOP","104821.80","0.313","0.008","0.239","0.751","1.511","8.495"
"RPOP","101522.84","0.334","0.008","0.239","0.863","1.615","8.695"
"SADD","102880.66","0.331","0.008","0.247","0.823","1.527","7.351"
"HSET","99601.60","0.347","0.008","0.247","0.895","1.847","14.567"
"SPOP","100401.61","0.337","0.016","0.247","0.855","1.831","9.927"
"LPUSH (needed to benchmark LRANGE)","105042.02","0.314","0.016","0.239","0.743","1.335","15.695"
"LRANGE_100 (first 100 elements)","72150.07","0.481","0.024","0.335","1.199","2.407","21.167"
"MSET (10 keys)","90826.52","0.464","0.016","0.287","1.351","2.775","17.055"
