"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","102669.41","0.329","0.008","0.239","0.839","1.567","14.279"
"PING_MBULK","104931.80","0.312","0.008","0.239","0.743","1.439","8.519"
"SET","103734.44","0.318","0.016","0.247","0.783","1.415","5.519"
"GET","105932.20","0.317","0.008","0.239","0.775","1.399","7.383"
"INCR","105263.16","0.312","0.008","0.239","0.719","1.471","6.199"
"LPUSH","105152.48","0.311","0.008","0.239","0.751","1.367","11.535"
"RPUSH","103626.95","0.329","0.008","0.239","0.807","1.783","10.159"
"LPOP","102774.92","0.328","0.008","0.239","0.823","1.687","13.655"
"RPOP","101626.02","0.344","0.008","0.247","0.895","1.767","8.583"
"SADD","101936.80","0.338","0.008","0.239","0.871","1.879","7.591"
"HSET","93808.63","0.382","0.016","0.255","0.967","2.623","10.975"
"SPOP","101936.80","0.330","0.016","0.247","0.831","1.503","12.935"
"LPUSH (needed to benchmark LRANGE)","101626.02","0.330","0.008","0.247","0.759","1.527","17.375"
"LRANGE_100 (first 100 elements)","70671.38","0.514","0.016","0.343","1.343","2.871","23.615"
"MSET (10 keys)","90252.70","0.475","0.016","0.295","1.415","2.935","19.359"
