"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","208333.33","2.347","0.032","1.807","6.607","10.503","15.671"
"PING_MBULK","200000.00","2.475","0.040","1.919","6.735","10.415","18.239"
"SET","152671.77","3.231","0.040","1.191","13.263","20.463","27.631"
"GET","208333.33","2.351","0.040","1.887","6.175","8.887","14.311"
"INCR","144927.55","3.390","0.048","1.311","15.415","30.591","37.055"
"LPUSH","151515.16","3.246","0.040","3.015","6.431","10.255","12.559"
"RPUSH","153846.16","3.190","0.040","2.943","6.511","8.583","12.311"
"LPOP","173913.05","2.814","0.040","2.831","5.215","7.143","8.719"
"RPOP","153846.16","3.152","0.040","2.919","6.431","7.655","9.519"
"SADD","149253.73","3.208","0.064","2.991","5.879","7.759","9.767"
"HSET","153846.16","3.201","0.040","3.127","5.999","7.919","9.943"
"SPOP","139860.14","3.547","0.056","3.207","7.311","11.495","12.479"
"LPUSH (needed to benchmark LRANGE)","151515.16","3.261","0.040","3.023","6.759","9.431","12.127"
"LRANGE_100 (first 100 elements)","107526.88","4.422","0.112","2.783","14.103","19.631","26.527"
"MSET (10 keys)","103626.94","4.761","0.152","4.095","10.919","15.983","28.479"
