"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","188679.25","2.600","0.040","1.671","8.087","17.455","25.119"
"PING_MBULK","185185.19","2.625","0.032","2.143","6.759","8.911","16.751"
"SET","142857.14","3.449","0.048","1.543","14.463","25.103","35.007"
"GET","190476.20","2.596","0.048","1.791","7.591","11.455","19.359"
"INCR","143884.89","3.440","0.048","1.871","12.063","18.639","25.903"
"LPUSH","131578.95","3.766","0.056","3.279","7.743","12.975","14.039"
"RPUSH","149253.73","3.311","0.048","3.063","6.095","11.343","17.631"
"LPOP","147058.81","3.361","0.040","3.071","7.031","11.751","13.351"
"RPOP","170940.17","2.875","0.040","2.663","5.911","7.383","9.487"
"SADD","143884.89","3.437","0.048","3.135","6.039","9.175","9.303"
"HSET","152671.77","3.226","0.048","3.031","6.039","10.247","11.951"
"SPOP","160000.00","3.112","0.056","2.999","5.527","9.367","10.575"
"LPUSH (needed to benchmark LRANGE)","147058.81","3.363","0.040","3.039","6.999","8.967","10.599"
"LRANGE_100 (first 100 elements)","116279.06","4.054","0.112","2.463","13.207","25.119","34.719"
"MSET (10 keys)","107526.88","4.613","0.120","3.823","10.727","16.831","26.895"
