"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","113895.21","0.229","0.032","0.223","0.303","0.367","1.663"
"PING_MBULK","112485.94","0.231","0.040","0.231","0.287","0.343","3.703"
"SET","111982.08","0.236","0.024","0.231","0.279","0.367","4.671"
"GET","114942.53","0.227","0.024","0.223","0.271","0.343","1.463"
"INCR","112612.61","0.233","0.024","0.231","0.287","0.359","2.991"
"LPUSH","110253.59","0.238","0.016","0.231","0.303","0.383","3.855"
"RPUSH","112485.94","0.234","0.024","0.231","0.287","0.367","4.095"
"LPOP","110741.97","0.236","0.024","0.231","0.303","0.375","3.623"
"RPOP","113895.21","0.230","0.032","0.223","0.279","0.359","3.791"
"SADD","113250.28","0.231","0.032","0.231","0.279","0.351","1.807"
"HSET","113765.64","0.231","0.016","0.231","0.279","0.383","1.559"
"SPOP","113895.21","0.233","0.016","0.223","0.287","0.535","2.223"
"LPUSH (needed to benchmark LRANGE)","111607.14","0.236","0.016","0.231","0.311","0.391","3.327"
"LRANGE_100 (first 100 elements)","75757.57","0.371","0.032","0.327","0.503","1.375","8.479"
"MSET (10 keys)","106496.27","0.260","0.024","0.239","0.351","0.615","9.143"
