"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","114025.09","0.229","0.016","0.231","0.271","0.359","1.895"
"PING_MBULK","108108.11","0.243","0.024","0.231","0.311","0.383","4.407"
"SET","108459.87","0.243","0.024","0.231","0.311","0.383","2.847"
"GET","100100.10","0.261","0.024","0.263","0.319","0.383","3.975"
"INCR","112107.62","0.233","0.024","0.231","0.271","0.351","1.983"
"LPUSH","105485.23","0.248","0.040","0.239","0.319","0.367","3.071"
"RPUSH","111856.82","0.235","0.016","0.231","0.287","0.375","3.327"
"LPOP","109769.48","0.238","0.024","0.231","0.303","0.367","1.687"
"RPOP","110497.24","0.236","0.032","0.231","0.303","0.367","5.383"
"SADD","114025.09","0.231","0.024","0.231","0.287","0.375","2.343"
"HSET","113378.68","0.230","0.032","0.231","0.279","0.351","1.463"
"SPOP","109170.30","0.241","0.016","0.231","0.311","0.415","4.087"
"LPUSH (needed to benchmark LRANGE)","106723.59","0.249","0.016","0.231","0.335","0.487","3.911"
"LRANGE_100 (first 100 elements)","76219.51","0.356","0.032","0.327","0.447","0.991","6.655"
"MSET (10 keys)","111234.70","0.249","0.024","0.239","0.335","0.647","3.583"
