"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","869565.19","0.326","0.040","0.303","0.439","0.823","3.927"
"PING_MBULK","862069.00","0.313","0.048","0.311","0.367","0.447","1.959"
"SET","806451.62","0.590","0.032","0.287","2.391","4.263","6.727"
"GET","892857.12","0.506","0.024","0.335","1.239","4.375","10.655"
"INCR","806451.62","0.608","0.032","0.255","2.655","5.367","7.359"
"LPUSH","490196.09","1.012","0.032","1.119","1.375","2.183","5.447"
"RPUSH","471698.12","1.047","0.032","1.135","1.399","2.151","4.079"
"LPOP","534759.31","0.923","0.024","1.095","1.279","2.143","4.735"
"RPOP","534759.31","0.922","0.024","1.095","1.367","2.039","3.343"
"SADD","502512.56","0.982","0.032","1.111","1.319","1.735","2.695"
"HSET","476190.50","1.041","0.032","1.119","1.407","2.215","3.495"
"SPOP","515463.91","0.958","0.024","1.103","1.543","2.639","5.343"
"LPUSH (needed to benchmark LRANGE)","480769.22","1.028","0.032","1.127","1.447","2.167","3.559"
"LRANGE_100 (first 100 elements)","181488.20","1.978","0.216","1.239","5.895","11.127","21.183"
"MSET (10 keys)","244498.77","2.033","0.104","1.647","4.919","6.863","12.911"
