"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1041666.69","0.277","0.024","0.247","0.383","0.799","5.807"
"PING_MBULK","1041666.69","0.321","0.032","0.255","0.735","1.199","6.759"
"SET","813008.12","0.602","0.032","0.247","2.695","5.783","8.367"
"GET","934579.44","0.472","0.032","0.327","1.143","3.695","5.207"
"INCR","806451.62","0.607","0.032","0.255","2.735","4.567","12.159"
"LPUSH","534759.31","0.925","0.032","1.095","1.351","2.199","3.223"
"RPUSH","460829.50","1.070","0.032","1.135","1.543","2.751","5.151"
"LPOP","523560.22","0.941","0.024","1.095","1.303","2.119","5.295"
"RPOP","523560.22","0.940","0.032","1.103","1.415","2.159","5.471"
"SADD","510204.09","0.969","0.032","1.111","1.375","1.863","3.247"
"HSET","497512.44","0.992","0.032","1.111","1.407","2.135","3.151"
"SPOP","529100.56","0.933","0.024","1.095","1.359","2.551","8.775"
"LPUSH (needed to benchmark LRANGE)","520833.34","0.947","0.032","1.103","1.327","1.639","3.231"
"LRANGE_100 (first 100 elements)","180831.83","1.939","0.168","1.263","5.791","10.103","17.471"
"MSET (10 keys)","256410.27","1.938","0.096","1.535","4.703","6.919","16.063"
