"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","819672.12","0.384","0.040","0.311","0.823","1.583","11.527"
"PING_MBULK","970873.81","0.414","0.024","0.303","1.047","1.919","7.063"
"SET","689655.19","0.711","0.032","0.287","2.791","6.447","12.495"
"GET","862069.00","0.541","0.040","0.415","1.343","1.943","11.687"
"INCR","694444.50","0.705","0.032","0.287","3.047","6.943","12.735"
"LPUSH","431034.50","1.148","0.032","1.167","1.631","2.511","3.647"
"RPUSH","431034.50","1.148","0.032","1.159","1.559","2.703","5.399"
"LPOP","480769.22","1.030","0.032","1.127","1.455","2.255","5.015"
"RPOP","483091.78","1.021","0.032","1.127","1.415","2.119","3.167"
"SADD","458715.59","1.078","0.032","1.135","1.519","2.343","4.119"
"HSET","421940.94","1.172","0.032","1.175","1.647","2.335","3.503"
"SPOP","456621.00","1.085","0.024","1.127","1.639","3.063","6.351"
"LPUSH (needed to benchmark LRANGE)","421940.94","1.173","0.032","1.175","1.583","2.599","5.151"
"LRANGE_100 (first 100 elements)","175438.59","2.116","0.120","1.271","6.583","11.743","22.607"
"MSET (10 keys)","239234.44","2.076","0.104","1.719","4.903","6.751","12.399"
