"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","980392.19","0.403","0.024","0.287","0.951","2.471","14.039"
"PING_MBULK","909090.94","0.473","0.032","0.319","1.135","3.999","10.951"
"SET","689655.19","0.705","0.024","0.319","2.735","6.175","10.351"
"GET","854700.88","0.528","0.032","0.399","1.287","2.167","9.311"
"INCR","684931.50","0.715","0.032","0.311","3.063","5.735","9.159"
"LPUSH","487804.88","1.015","0.032","1.111","1.375","2.567","4.791"
"RPUSH","485436.91","1.016","0.032","1.119","1.359","2.559","3.887"
"LPOP","495049.50","1.001","0.032","1.111","1.319","2.167","4.903"
"RPOP","485436.91","1.017","0.024","1.111","1.503","2.783","5.455"
"SADD","442477.88","1.118","0.032","1.151","1.655","2.295","3.167"
"HSET","425531.91","1.161","0.032","1.151","1.591","2.759","4.735"
"SPOP","473933.66","1.038","0.024","1.119","1.471","2.631","6.927"
"LPUSH (needed to benchmark LRANGE)","478468.88","1.031","0.032","1.119","1.431","2.271","4.383"
"LRANGE_100 (first 100 elements)","181818.17","2.018","0.152","1.239","6.351","11.887","17.247"
"MSET (10 keys)","235294.11","2.109","0.120","1.719","4.999","7.199","13.039"
