"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","115207.38","0.226","0.016","0.223","0.295","0.367","3.191"
"PING_MBULK","115473.45","0.224","0.040","0.223","0.279","0.343","2.183"
"SET","111856.82","0.233","0.032","0.223","0.311","0.359","1.543"
"GET","107181.13","0.247","0.008","0.231","0.335","0.479","4.647"
"INCR","115473.45","0.226","0.024","0.223","0.287","0.343","1.607"
"LPUSH","115740.73","0.226","0.016","0.223","0.287","0.351","4.015"
"RPUSH","115874.86","0.227","0.016","0.223","0.279","0.359","3.911"
"LPOP","117647.05","0.222","0.024","0.223","0.255","0.351","3.023"
"RPOP","117508.81","0.222","0.024","0.223","0.255","0.343","1.583"
"SADD","117096.02","0.223","0.024","0.223","0.271","0.335","4.767"
"HSET","111482.72","0.236","0.024","0.223","0.319","0.415","4.023"
"SPOP","115340.26","0.231","0.016","0.223","0.295","0.575","6.151"
"LPUSH (needed to benchmark LRANGE)","116686.12","0.227","0.024","0.223","0.279","0.415","5.375"
"LRANGE_100 (first 100 elements)","78740.16","0.353","0.032","0.319","0.455","1.175","11.791"
"MSET (10 keys)","112866.82","0.267","0.016","0.231","0.479","1.159","6.511"
