"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","120481.93","0.215","0.048","0.215","0.247","0.319","1.399"
"PING_MBULK","91491.30","0.313","0.008","0.255","0.511","1.351","10.343"
"SET","104931.80","0.261","0.016","0.239","0.343","0.751","16.639"
"GET","114810.56","0.228","0.024","0.223","0.279","0.351","4.063"
"INCR","109409.20","0.239","0.024","0.223","0.319","0.375","5.471"
"LPUSH","98911.96","0.265","0.024","0.255","0.343","0.423","3.255"
"RPUSH","104712.05","0.249","0.032","0.239","0.327","0.391","1.935"
"LPOP","110619.47","0.237","0.016","0.231","0.311","0.383","3.935"
"RPOP","109409.20","0.239","0.024","0.223","0.319","0.367","2.823"
"SADD","109409.20","0.241","0.016","0.239","0.319","0.399","3.983"
"HSET","115340.26","0.227","0.024","0.223","0.271","0.351","1.471"
"SPOP","116414.43","0.226","0.016","0.223","0.271","0.359","2.071"
"LPUSH (needed to benchmark LRANGE)","114810.56","0.227","0.024","0.223","0.279","0.343","2.327"
"LRANGE_100 (first 100 elements)","76452.60","0.366","0.032","0.327","0.495","1.319","14.927"
"MSET (10 keys)","106157.12","0.283","0.016","0.239","0.527","1.223","5.743"
