"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","925925.88","0.281","0.064","0.271","0.375","0.495","1.135"
"PING_MBULK","970873.81","0.301","0.024","0.263","0.551","1.031","6.639"
"SET","724637.69","0.607","0.064","0.583","0.871","1.623","5.135"
"GET","763358.81","0.570","0.032","0.527","0.927","1.703","4.599"
"INCR","719424.44","0.656","0.048","0.623","0.967","1.439","4.759"
"LPUSH","1744.17","286.548","168.704","283.903","377.343","411.647","944.127"
"RPUSH","4030.15","124.022","98.816","123.327","146.943","151.551","158.847"
"LPOP","3968.10","125.969","95.552","127.359","151.295","173.055","204.287"
"RPOP","6748.55","74.071","47.616","74.623","96.639","102.975","105.343"
"SADD","2024.50","246.464","0.456","266.495","467.455","480.255","488.447"
"HSET","806451.62","0.566","0.032","0.503","1.167","2.103","3.079"
"SPOP","2382.77","209.774","0.040","186.623","480.767","500.223","503.295"
"LPUSH (needed to benchmark LRANGE)","1740.55","287.163","152.192","283.647","384.767","406.527","892.927"
"LRANGE_100 (first 100 elements)","210526.31","1.399","0.144","1.215","2.591","4.623","12.647"
"MSET (10 keys)","217864.92","2.275","0.592","2.071","3.447","4.767","6.655"
