"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","114678.90","0.226","0.064","0.223","0.287","0.335","0.671"
"PING_MBULK","111234.70","0.234","0.048","0.223","0.303","0.367","0.631"
"SET","107874.87","0.253","0.072","0.231","0.399","0.567","1.143"
"GET","113765.64","0.229","0.048","0.223","0.287","0.327","1.679"
"INCR","113507.38","0.231","0.048","0.223","0.303","0.359","1.519"
"LPUSH","110253.59","0.237","0.072","0.223","0.311","0.351","0.607"
"RPUSH","110011.00","0.237","0.056","0.223","0.311","0.399","0.839"
"LPOP","112485.94","0.236","0.056","0.223","0.303","0.487","0.903"
"RPOP","116009.28","0.223","0.064","0.223","0.287","0.311","0.503"
"SADD","112485.94","0.237","0.072","0.231","0.303","0.375","0.727"
"HSET","113122.17","0.230","0.088","0.223","0.295","0.319","0.511"
"SPOP","108813.92","0.243","0.064","0.223","0.311","0.559","1.143"
"LPUSH (needed to benchmark LRANGE)","111482.72","0.232","0.056","0.223","0.287","0.311","0.495"
"LRANGE_100 (first 100 elements)","74906.37","0.346","0.136","0.343","0.439","0.495","0.991"
"MSET (10 keys)","108459.87","0.278","0.088","0.239","0.495","0.631","0.951"
