"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1000000.00","0.267","0.040","0.255","0.351","0.575","4.311"
"PING_MBULK","952381.00","0.287","0.016","0.263","0.351","0.487","7.743"
"SET","709219.88","0.658","0.064","0.607","1.183","2.055","8.791"
"GET","806451.62","0.553","0.032","0.519","0.871","1.551","5.767"
"INCR","714285.69","0.658","0.152","0.647","0.935","1.343","10.143"
"LPUSH","1766.57","282.936","173.440","279.295","365.055","439.551","881.663"
"RPUSH","4164.24","120.029","81.664","119.807","140.543","152.447","159.487"
"LPOP","4213.54","118.634","92.672","118.271","140.543","165.631","173.567"
"RPOP","6999.37","71.418","45.344","71.295","94.335","109.119","112.639"
"SADD","2082.90","239.567","0.376","264.447","457.727","479.999","636.415"
"HSET","769230.81","0.544","0.072","0.463","1.143","1.927","12.439"
"SPOP","2472.19","202.209","0.048","171.007","461.311","470.527","482.815"
"LPUSH (needed to benchmark LRANGE)","1811.46","275.930","154.368","275.711","366.079","391.935","824.319"
"LRANGE_100 (first 100 elements)","203252.03","1.409","0.104","1.191","2.487","4.815","9.263"
"MSET (10 keys)","236406.61","2.092","0.504","1.927","2.951","3.751","7.719"
