"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1030927.81","0.252","0.080","0.247","0.295","0.359","0.511"
"PING_MBULK","1010101.00","0.292","0.080","0.255","0.495","0.615","0.887"
"SET","751879.69","0.606","0.216","0.591","0.959","1.047","1.327"
"GET","961538.44","0.361","0.104","0.279","0.695","0.823","1.071"
"INCR","980392.19","0.449","0.216","0.415","0.719","0.855","1.447"
"LPUSH","1063829.88","0.344","0.160","0.335","0.503","0.567","0.807"
"RPUSH","1041666.69","0.300","0.072","0.247","0.607","0.783","1.119"
"LPOP","892857.12","0.482","0.176","0.447","0.759","0.863","1.095"
"RPOP","970873.81","0.376","0.064","0.351","0.575","0.735","1.199"
"SADD","862069.00","0.342","0.112","0.343","0.527","0.695","1.023"
"HSET","793650.75","0.513","0.200","0.463","0.887","1.111","1.599"
"SPOP","584795.31","0.774","0.136","0.711","1.519","1.767","2.039"
"LPUSH (needed to benchmark LRANGE)","1075268.75","0.282","0.080","0.263","0.439","0.663","1.127"
"LRANGE_100 (first 100 elements)","203252.03","1.437","0.416","1.159","2.719","3.407","4.735"
"MSET (10 keys)","358422.91","1.277","0.464","1.239","2.031","2.407","2.831"
