"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1052631.62","0.246","0.088","0.231","0.327","0.359","0.479"
"PING_MBULK","892857.12","0.300","0.080","0.295","0.375","0.519","0.743"
"SET","990099.00","0.443","0.176","0.423","0.599","0.727","0.927"
"GET","1086956.50","0.261","0.096","0.239","0.471","0.607","0.871"
"INCR","1086956.50","0.296","0.072","0.247","0.543","0.711","0.927"
"LPUSH","1075268.75","0.277","0.144","0.247","0.567","0.775","1.047"
"RPUSH","1075268.75","0.284","0.064","0.239","0.559","0.719","0.943"
"LPOP","847457.62","0.523","0.200","0.495","0.863","0.967","1.319"
"RPOP","1075268.75","0.393","0.176","0.383","0.551","0.663","1.015"
"SADD","1052631.62","0.337","0.088","0.303","0.559","0.711","1.199"
"HSET","1030927.81","0.432","0.208","0.391","0.695","0.903","1.223"
"SPOP","500000.00","0.888","0.088","0.863","1.735","2.767","3.415"
"LPUSH (needed to benchmark LRANGE)","869565.19","0.462","0.160","0.527","0.791","0.863","1.103"
"LRANGE_100 (first 100 elements)","223713.64","1.228","0.392","1.079","2.159","3.015","3.959"
"MSET (10 keys)","371747.22","1.237","0.472","1.231","1.711","1.991","2.999"
