"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","103734.44","0.250","0.024","0.239","0.319","0.367","1.847"
"PING_MBULK","111358.58","0.234","0.016","0.231","0.295","0.359","2.359"
"SET","110864.74","0.234","0.024","0.231","0.295","0.343","1.679"
"GET","112107.62","0.234","0.024","0.231","0.279","0.367","3.375"
"INCR","108225.10","0.241","0.032","0.239","0.303","0.367","3.911"
"LPUSH","113636.37","0.230","0.024","0.231","0.271","0.359","2.639"
"RPUSH","109890.11","0.238","0.024","0.231","0.303","0.359","3.807"
"LPOP","110132.16","0.239","0.024","0.231","0.311","0.415","4.407"
"RPOP","107526.88","0.242","0.024","0.231","0.319","0.383","4.919"
"SADD","112994.35","0.231","0.024","0.231","0.287","0.359","1.567"
"HSET","109051.26","0.240","0.024","0.231","0.319","0.375","1.991"
"SPOP","112612.61","0.236","0.016","0.223","0.279","0.431","3.583"
"LPUSH (needed to benchmark LRANGE)","113378.68","0.231","0.048","0.231","0.279","0.351","2.839"
"LRANGE_100 (first 100 elements)","75357.95","0.367","0.032","0.327","0.471","1.335","7.719"
"MSET (10 keys)","107526.88","0.264","0.024","0.239","0.383","0.911","4.839"
