"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","105374.08","0.247","0.024","0.239","0.327","0.391","1.919"
"PING_MBULK","109051.26","0.238","0.024","0.231","0.311","0.367","2.799"
"SET","112994.35","0.230","0.024","0.231","0.279","0.351","1.879"
"GET","108225.10","0.240","0.032","0.231","0.311","0.375","2.231"
"INCR","108932.46","0.241","0.040","0.231","0.303","0.383","2.943"
"LPUSH","106496.27","0.245","0.016","0.239","0.327","0.383","1.215"
"RPUSH","114285.71","0.228","0.016","0.231","0.271","0.343","1.663"
"LPOP","113895.21","0.229","0.040","0.223","0.263","0.351","2.759"
"RPOP","114547.53","0.228","0.024","0.223","0.263","0.343","1.551"
"SADD","114155.25","0.231","0.008","0.231","0.271","0.351","9.247"
"HSET","112994.35","0.231","0.024","0.231","0.279","0.351","1.127"
"SPOP","111607.14","0.235","0.016","0.231","0.295","0.367","1.303"
"LPUSH (needed to benchmark LRANGE)","110987.79","0.235","0.024","0.231","0.295","0.367","1.655"
"LRANGE_100 (first 100 elements)","72358.90","0.373","0.024","0.359","0.463","0.975","7.119"
"MSET (10 keys)","105485.23","0.266","0.024","0.239","0.359","0.799","8.727"
