"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","119760.48","0.220","0.016","0.207","0.295","0.399","4.431"
"PING_MBULK","119760.48","0.219","0.016","0.207","0.295","0.399","3.495"
"SET","109170.30","0.239","0.016","0.231","0.335","0.407","1.463"
"GET","110375.27","0.238","0.016","0.223","0.319","0.407","2.055"
"INCR","110497.24","0.236","0.024","0.223","0.327","0.399","1.983"
"LPUSH","106269.93","0.245","0.016","0.231","0.335","0.399","1.423"
"RPUSH","100908.17","0.259","0.016","0.255","0.359","0.415","3.991"
"LPOP","111358.58","0.236","0.024","0.223","0.311","0.391","4.167"
"RPOP","100502.52","0.262","0.016","0.263","0.335","0.423","3.583"
"SADD","109529.02","0.247","0.016","0.231","0.327","0.743","4.847"
"HSET","120627.27","0.219","0.016","0.215","0.287","0.383","2.975"
"SPOP","119047.62","0.221","0.024","0.215","0.295","0.375","1.591"
"LPUSH (needed to benchmark LRANGE)","120336.95","0.217","0.016","0.215","0.287","0.335","1.615"
"LRANGE_100 (first 100 elements)","79808.46","0.338","0.024","0.311","0.423","0.895","6.775"
"MSET (10 keys)","104275.29","0.269","0.016","0.247","0.367","0.879","4.271"
