"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","126903.55","0.205","0.024","0.199","0.271","0.351","1.727"
"PING_MBULK","126903.55","0.207","0.016","0.199","0.271","0.343","5.255"
"SET","122549.02","0.212","0.016","0.207","0.287","0.335","1.823"
"GET","121212.12","0.216","0.024","0.215","0.263","0.343","2.463"
"INCR","114416.48","0.229","0.016","0.223","0.303","0.383","2.951"
"LPUSH","117370.89","0.222","0.016","0.223","0.279","0.351","1.295"
"RPUSH","116414.43","0.224","0.024","0.223","0.287","0.351","3.663"
"LPOP","115874.86","0.226","0.016","0.223","0.295","0.359","4.927"
"RPOP","111482.72","0.239","0.024","0.231","0.319","0.535","4.591"
"SADD","115473.45","0.228","0.024","0.223","0.295","0.391","2.423"
"HSET","112739.57","0.233","0.032","0.223","0.311","0.383","2.783"
"SPOP","110741.97","0.240","0.016","0.223","0.319","0.495","3.863"
"LPUSH (needed to benchmark LRANGE)","111856.82","0.233","0.024","0.223","0.311","0.375","1.783"
"LRANGE_100 (first 100 elements)","77339.52","0.347","0.024","0.319","0.471","0.807","5.439"
"MSET (10 keys)","109529.02","0.266","0.016","0.231","0.423","1.015","5.159"
