"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","90909.09","0.321","0.040","0.263","0.503","1.615","3.847"
"PING_MBULK","90909.09","0.329","0.032","0.255","0.879","1.295","1.479"
"SET","100000.00","0.277","0.024","0.255","0.487","0.751","1.279"
"GET","76923.08","0.428","0.016","0.279","0.895","4.703","7.623"
"INCR","90909.09","0.331","0.024","0.255","0.951","1.367","1.535"
"LPUSH","100000.00","0.334","0.032","0.263","0.767","1.543","1.799"
"RPUSH","76923.08","0.376","0.016","0.263","1.143","1.647","1.799"
"LPOP","100000.00","0.330","0.040","0.263","0.639","1.583","4.911"
"RPOP","100000.00","0.340","0.024","0.271","0.903","1.263","1.551"
"SADD","90909.09","0.510","0.016","0.423","1.111","1.399","2.279"
"HSET","76923.08","0.559","0.032","0.367","1.511","3.495","4.263"
"SPOP","90909.09","0.369","0.016","0.263","1.167","1.663","1.855"
"LPUSH (needed to benchmark LRANGE)","83333.34","0.326","0.096","0.311","0.479","0.623","1.015"
"LRANGE_100 (first 100 elements)","62500.00","0.594","0.032","0.391","1.519","3.215","8.351"
"MSET (10 keys)","90909.09","0.368","0.024","0.295","0.871","1.647","3.543"
