"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","840336.12","0.311","0.096","0.311","0.343","0.399","0.687"
"PING_MBULK","840336.12","0.335","0.080","0.311","0.567","0.687","1.103"
"SET","900900.88","0.492","0.200","0.471","0.671","0.807","1.143"
"GET","847457.62","0.342","0.152","0.327","0.463","0.575","0.855"
"INCR","813008.12","0.355","0.088","0.335","0.495","0.607","0.927"
"LPUSH","943396.25","0.361","0.184","0.351","0.527","0.599","0.911"
"RPUSH","961538.44","0.346","0.080","0.263","0.711","0.823","1.047"
"LPOP","892857.12","0.477","0.192","0.463","0.679","0.775","0.983"
"RPOP","847457.62","0.399","0.200","0.383","0.575","0.663","0.871"
"SADD","729927.06","0.429","0.184","0.415","0.647","0.831","1.383"
"HSET","900900.88","0.454","0.168","0.463","0.679","0.775","0.935"
"SPOP","595238.12","0.722","0.128","0.719","1.511","1.791","2.215"
"LPUSH (needed to benchmark LRANGE)","909090.94","0.347","0.144","0.335","0.511","0.647","1.255"
"LRANGE_100 (first 100 elements)","223214.28","1.175","0.496","1.103","1.775","2.671","3.599"
"MSET (10 keys)","343642.59","1.329","0.528","1.319","1.767","2.103","3.095"
