"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","92506.94","0.280","0.080","0.279","0.319","0.367","1.871"
"PING_MBULK","98522.17","0.261","0.064","0.271","0.335","0.399","0.495"
"SET","94607.38","0.276","0.072","0.279","0.319","0.383","1.655"
"GET","91407.68","0.283","0.080","0.279","0.351","0.391","1.631"
"INCR","91659.03","0.285","0.080","0.279","0.383","0.423","1.623"
"LPUSH","90744.10","0.285","0.088","0.279","0.367","0.407","1.887"
"RPUSH","93632.96","0.278","0.080","0.279","0.375","0.415","0.599"
"LPOP","93283.58","0.281","0.064","0.279","0.335","0.383","0.599"
"RPOP","110987.79","0.233","0.056","0.223","0.303","0.343","0.527"
"SADD","115740.73","0.223","0.088","0.223","0.247","0.335","0.599"
"HSET","116144.02","0.223","0.064","0.223","0.263","0.327","0.463"
"SPOP","117785.63","0.222","0.064","0.215","0.279","0.359","0.623"
"LPUSH (needed to benchmark LRANGE)","117370.89","0.220","0.056","0.223","0.255","0.319","0.463"
"LRANGE_100 (first 100 elements)","79302.14","0.322","0.160","0.319","0.383","0.447","1.559"
"MSET (10 keys)","111607.14","0.266","0.064","0.247","0.399","0.511","0.951"
