"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","117096.02","0.221","0.056","0.215","0.287","0.335","2.431"
"PING_MBULK","116279.07","0.222","0.048","0.215","0.287","0.327","0.575"
"SET","120772.95","0.215","0.064","0.215","0.263","0.327","0.631"
"GET","125156.45","0.208","0.064","0.207","0.247","0.319","1.143"
"INCR","124533.01","0.209","0.056","0.207","0.271","0.319","0.495"
"LPUSH","124688.28","0.208","0.064","0.207","0.271","0.319","0.447"
"RPUSH","125313.29","0.206","0.064","0.207","0.247","0.311","0.439"
"LPOP","118203.30","0.218","0.064","0.215","0.279","0.327","0.455"
"RPOP","118343.19","0.218","0.080","0.207","0.279","0.327","0.551"
"SADD","119474.31","0.217","0.064","0.207","0.287","0.335","0.631"
"HSET","127064.80","0.204","0.056","0.199","0.239","0.311","0.431"
"SPOP","129533.68","0.211","0.056","0.199","0.303","0.407","0.799"
"LPUSH (needed to benchmark LRANGE)","126903.55","0.203","0.056","0.207","0.231","0.303","0.415"
"LRANGE_100 (first 100 elements)","85470.09","0.298","0.128","0.295","0.335","0.383","0.735"
"MSET (10 keys)","116279.07","0.251","0.064","0.239","0.367","0.455","0.855"
