test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,97465.880000,3575.010000,0.346000,0.014000,0.008000,0.000000,0.255000,0.008000,0.815000,0.064000,2.063000,0.240000,9.719000,11.424000
PING_MBULK,97847.360000,4862.000000,0.349000,0.009000,0.008000,0.000000,0.255000,0.008000,0.879000,0.088000,2.047000,0.040000,13.511000,8.864000
SET,93720.710000,9575.090000,0.379000,0.038000,0.016000,0.000000,0.263000,0.040000,0.895000,0.160000,2.023000,0.640000,13.919000,2.232000
GET,95510.980000,5533.150000,0.358000,0.043000,0.008000,0.000000,0.255000,0.008000,0.879000,0.128000,1.943000,1.080000,13.991000,5.304000
INCR,98231.830000,872.740000,0.356000,0.002000,0.016000,0.008000,0.255000,0.008000,0.887000,0.040000,2.103000,0.376000,10.359000,2.832000
LPUSH,96339.120000,2026.440000,0.362000,0.008000,0.016000,0.008000,0.263000,0.008000,0.903000,0.040000,2.087000,0.560000,13.543000,3.568000
RPUSH,95419.850000,4625.460000,0.359000,0.014000,0.008000,0.008000,0.255000,0.016000,0.895000,0.080000,2.039000,0.256000,14.567000,1.368000
LPOP,97276.270000,3162.560000,0.356000,0.012000,0.008000,0.008000,0.255000,0.008000,0.895000,0.064000,2.223000,0.624000,14.855000,4.352000
RPOP,98814.230000,1070.920000,0.350000,0.005000,0.008000,0.000000,0.255000,0.008000,0.871000,0.048000,1.799000,0.176000,11.431000,11.424000
SADD,95602.300000,6283.210000,0.359000,0.009000,0.016000,0.008000,0.263000,0.032000,0.863000,0.016000,1.871000,0.200000,12.631000,6.008000
HSET,98911.960000,7909.930000,0.348000,0.022000,0.016000,0.000000,0.255000,0.032000,0.855000,0.040000,1.807000,0.104000,12.255000,0.240000
SPOP,97656.240000,4752.610000,0.355000,0.012000,0.016000,0.008000,0.247000,0.016000,0.887000,0.000000,2.095000,0.336000,15.495000,8.936000
LPUSH (needed to benchmark LRANGE),97181.730000,1878.080000,0.352000,0.006000,0.008000,0.000000,0.263000,0.008000,0.839000,0.032000,1.927000,0.336000,12.999000,3.728000
LRANGE_100 (first 100 elements),66093.850000,1161.830000,0.561000,0.037000,0.024000,0.008000,0.375000,0.024000,1.519000,0.136000,3.255000,0.888000,21.071000,3.968000
MSET (10 keys),81300.810000,2288.510000,0.529000,0.011000,0.016000,0.000000,0.319000,0.008000,1.631000,0.024000,3.447000,0.144000,17.759000,8.768000
