test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,714285.690000,53350.440000,0.631000,0.046000,0.024000,0.008000,0.327000,0.056000,1.903000,0.352000,4.727000,2.048000,25.567000,12.784000
PING_MBULK,657894.750000,50675.690000,0.709000,0.017000,0.024000,0.000000,0.375000,0.048000,2.119000,0.656000,5.423000,1.440000,19.487000,12.192000
SET,352112.660000,8529.320000,1.404000,0.041000,0.032000,0.000000,0.855000,0.064000,4.735000,0.392000,7.599000,1.448000,14.207000,13.528000
GET,581395.310000,46405.310000,0.829000,0.069000,0.032000,0.008000,0.495000,0.064000,2.079000,0.704000,5.303000,1.336000,23.167000,19.488000
INCR,358422.910000,39778.190000,1.380000,0.159000,0.032000,0.000000,0.863000,0.136000,4.367000,0.592000,7.167000,1.000000,13.975000,4.624000
LPUSH,326797.410000,36140.590000,1.514000,0.183000,0.024000,0.000000,1.231000,0.136000,4.151000,0.672000,6.863000,1.912000,14.215000,5.288000
RPUSH,282485.880000,54671.590000,1.754000,0.287000,0.024000,0.000000,1.415000,0.328000,4.487000,0.728000,6.639000,1.672000,12.671000,4.408000
LPOP,312500.000000,34558.530000,1.585000,0.201000,0.024000,0.000000,1.263000,0.128000,4.615000,0.768000,7.999000,1.384000,22.015000,12.728000
RPOP,325732.880000,38021.250000,1.525000,0.181000,0.024000,0.000000,1.279000,0.072000,3.975000,0.712000,6.263000,1.232000,15.519000,2.280000
SADD,286532.940000,8072.380000,1.721000,0.045000,0.024000,0.008000,1.415000,0.056000,4.583000,0.224000,6.927000,3.344000,14.799000,6.120000
HSET,302114.810000,34353.350000,1.639000,0.194000,0.032000,0.008000,1.375000,0.112000,4.335000,0.672000,6.807000,0.688000,11.903000,5.776000
SPOP,311526.470000,30439.910000,1.594000,0.153000,0.016000,0.008000,1.295000,0.072000,3.951000,0.896000,6.847000,2.104000,20.191000,5.728000
LPUSH (needed to benchmark LRANGE),330033.000000,37299.120000,1.497000,0.183000,0.024000,0.000000,1.231000,0.224000,3.999000,0.416000,6.431000,1.032000,17.247000,7.032000
LRANGE_100 (first 100 elements),125628.140000,13210.140000,3.830000,0.431000,0.112000,0.008000,2.255000,0.184000,13.135000,1.304000,21.919000,2.304000,33.823000,9.712000
MSET (10 keys),119047.620000,7081.900000,4.188000,0.268000,0.112000,0.008000,3.439000,0.264000,10.319000,0.584000,14.775000,0.920000,25.839000,2.256000
