"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","999999.94","0.418","0.072","0.407","0.847","0.927","0.943"
"PING_MBULK","333333.34","1.181","0.080","1.183","2.247","2.399","2.511"
"SET","249999.98","1.143","0.072","0.799","2.631","3.079","3.191"
"GET","333333.34","0.872","0.056","0.639","2.047","2.255","2.695"
"INCR","499999.97","0.891","0.064","0.767","1.815","1.983","2.079"
"LPUSH","249999.98","1.243","0.048","1.047","3.367","3.519","3.543"
"RPUSH","333333.34","1.120","0.040","0.999","2.271","2.591","2.631"
"LPOP","249999.98","1.209","0.072","1.031","2.591","3.407","3.423"
"RPOP","200000.00","1.831","0.048","1.695","4.159","4.463","4.543"
"SADD","249999.98","1.362","0.112","1.183","3.015","3.423","3.647"
"HSET","333333.34","1.118","0.048","1.103","2.479","2.839","2.887"
"SPOP","333333.34","1.024","0.048","1.303","1.703","1.791","2.111"
"LPUSH (needed to benchmark LRANGE)","499999.97","0.871","0.048","1.127","1.543","1.639","1.679"
"LRANGE_100 (first 100 elements)","100000.00","4.156","0.256","4.447","7.375","10.023","10.095"
"MSET (10 keys)","124999.99","3.286","0.160","2.911","6.687","7.487","7.511"
