"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","833333.38","0.509","0.032","0.343","1.279","3.767","11.127"
"PING_MBULK","806451.62","0.479","0.032","0.327","1.239","2.639","13.831"
"SET","606060.56","0.808","0.040","0.343","3.551","7.463","11.599"
"GET","806451.62","0.596","0.040","0.447","1.479","2.399","16.991"
"INCR","653594.81","0.754","0.032","0.303","3.383","6.951","13.015"
"LPUSH","411522.62","1.201","0.032","1.167","1.719","2.759","3.631"
"RPUSH","414937.75","1.194","0.040","1.175","1.559","2.503","4.495"
"LPOP","460829.50","1.072","0.032","1.135","1.447","2.343","3.687"
"RPOP","450450.44","1.101","0.032","1.143","1.463","1.975","2.903"
"SADD","444444.47","1.113","0.032","1.143","1.623","2.295","3.183"
"HSET","421940.94","1.175","0.032","1.151","1.607","2.567","5.223"
"SPOP","448430.47","1.104","0.024","1.135","1.551","2.639","7.055"
"LPUSH (needed to benchmark LRANGE)","427350.44","1.159","0.032","1.159","1.495","2.135","3.879"
"LRANGE_100 (first 100 elements)","176678.45","2.040","0.184","1.263","6.231","10.983","19.407"
"MSET (10 keys)","244498.77","2.035","0.112","1.703","4.607","6.575","12.775"
