"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","952381.00","0.430","0.016","0.295","0.991","2.591","11.759"
"PING_MBULK","917431.19","0.477","0.024","0.311","1.239","4.055","8.959"
"SET","675675.69","0.727","0.040","0.327","2.759","6.895","13.399"
"GET","840336.12","0.563","0.032","0.431","1.383","2.455","9.151"
"INCR","636942.62","0.773","0.040","0.335","2.999","7.431","13.287"
"LPUSH","446428.56","1.103","0.032","1.135","1.487","2.207","3.367"
"RPUSH","440528.62","1.123","0.032","1.143","1.503","2.143","3.511"
"LPOP","456621.00","1.087","0.032","1.135","1.391","2.175","6.311"
"RPOP","442477.88","1.119","0.032","1.143","1.551","2.727","4.959"
"SADD","454545.47","1.092","0.032","1.135","1.527","2.151","2.983"
"HSET","421940.94","1.177","0.032","1.151","1.703","2.439","4.583"
"SPOP","429184.56","1.154","0.024","1.151","1.839","3.391","6.391"
"LPUSH (needed to benchmark LRANGE)","429184.56","1.155","0.032","1.151","1.735","2.599","6.943"
"LRANGE_100 (first 100 elements)","181488.20","2.013","0.144","1.263","5.967","10.031","18.431"
"MSET (10 keys)","239808.16","2.071","0.096","1.639","5.055","7.031","12.351"
