"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","999999.94","0.329","0.088","0.319","0.535","0.599","0.615"
"PING_MBULK","333333.34","1.048","0.080","0.879","2.055","2.879","2.927"
"SET","200000.00","1.948","0.128","2.023","4.071","4.375","4.487"
"GET","333333.34","0.550","0.112","0.487","1.143","1.263","1.303"
"INCR","333333.34","0.874","0.056","0.847","1.727","2.007","2.239"
"LPUSH","333333.34","1.145","0.088","0.967","2.487","2.631","2.727"
"RPUSH","333333.34","0.950","0.040","1.039","1.543","1.743","1.799"
"LPOP","249999.98","1.071","0.048","0.935","2.383","2.471","2.503"
"RPOP","333333.34","1.130","0.040","1.319","2.119","2.287","2.319"
"SADD","333333.34","1.190","0.040","1.127","2.415","2.631","2.703"
"HSET","200000.00","1.825","0.072","1.719","3.191","3.471","3.551"
"SPOP","249999.98","1.158","0.048","1.199","2.223","2.303","3.487"
"LPUSH (needed to benchmark LRANGE)","333333.34","1.007","0.040","1.095","1.999","2.047","2.079"
"LRANGE_100 (first 100 elements)","200000.00","1.794","0.152","1.103","4.471","4.935","5.031"
"MSET (10 keys)","124999.99","3.285","0.264","3.023","6.071","6.927","7.063"
