test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,999999.940000,0.000000,0.329000,0.000000,0.088000,0.000000,0.319000,0.000000,0.535000,0.000000,0.599000,0.000000,0.615000,0.000000
PING_MBULK,333333.340000,0.000000,1.048000,0.000000,0.080000,0.000000,0.879000,0.000000,2.055000,0.000000,2.879000,0.000000,2.927000,0.000000
SET,200000.000000,0.000000,1.948000,0.000000,0.128000,0.000000,2.023000,0.000000,4.071000,0.000000,4.375000,0.000000,4.487000,0.000000
GET,333333.340000,0.000000,0.550000,0.000000,0.112000,0.000000,0.487000,0.000000,1.143000,0.000000,1.263000,0.000000,1.303000,0.000000
INCR,333333.340000,0.000000,0.874000,0.000000,0.056000,0.000000,0.847000,0.000000,1.727000,0.000000,2.007000,0.000000,2.239000,0.000000
LPUSH,333333.340000,0.000000,1.145000,0.000000,0.088000,0.000000,0.967000,0.000000,2.487000,0.000000,2.631000,0.000000,2.727000,0.000000
RPUSH,333333.340000,0.000000,0.950000,0.000000,0.040000,0.000000,1.039000,0.000000,1.543000,0.000000,1.743000,0.000000,1.799000,0.000000
LPOP,249999.980000,0.000000,1.071000,0.000000,0.048000,0.000000,0.935000,0.000000,2.383000,0.000000,2.471000,0.000000,2.503000,0.000000
RPOP,333333.340000,0.000000,1.130000,0.000000,0.040000,0.000000,1.319000,0.000000,2.119000,0.000000,2.287000,0.000000,2.319000,0.000000
SADD,333333.340000,0.000000,1.190000,0.000000,0.040000,0.000000,1.127000,0.000000,2.415000,0.000000,2.631000,0.000000,2.703000,0.000000
HSET,200000.000000,0.000000,1.825000,0.000000,0.072000,0.000000,1.719000,0.000000,3.191000,0.000000,3.471000,0.000000,3.551000,0.000000
SPOP,249999.980000,0.000000,1.158000,0.000000,0.048000,0.000000,1.199000,0.000000,2.223000,0.000000,2.303000,0.000000,3.487000,0.000000
LPUSH (needed to benchmark LRANGE),333333.340000,0.000000,1.007000,0.000000,0.040000,0.000000,1.095000,0.000000,1.999000,0.000000,2.047000,0.000000,2.079000,0.000000
LRANGE_100 (first 100 elements),200000.000000,0.000000,1.794000,0.000000,0.152000,0.000000,1.103000,0.000000,4.471000,0.000000,4.935000,0.000000,5.031000,0.000000
MSET (10 keys),124999.990000,0.000000,3.285000,0.000000,0.264000,0.000000,3.023000,0.000000,6.071000,0.000000,6.927000,0.000000,7.063000,0.000000
