test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,100000.000000,0.000000,0.367000,0.000000,0.024000,0.000000,0.239000,0.000000,0.983000,0.000000,3.631000,0.000000,5.143000,0.000000
PING_MBULK,90909.090000,0.000000,0.356000,0.000000,0.024000,0.000000,0.287000,0.000000,1.007000,0.000000,1.599000,0.000000,3.439000,0.000000
SET,124999.990000,0.000000,0.254000,0.000000,0.064000,0.000000,0.231000,0.000000,0.471000,0.000000,0.727000,0.000000,0.863000,0.000000
GET,111111.120000,0.000000,0.288000,0.000000,0.032000,0.000000,0.255000,0.000000,0.599000,0.000000,0.927000,0.000000,1.071000,0.000000
INCR,76923.080000,0.000000,0.427000,0.000000,0.024000,0.000000,0.279000,0.000000,1.463000,0.000000,1.919000,0.000000,2.903000,0.000000
LPUSH,100000.000000,0.000000,0.324000,0.000000,0.024000,0.000000,0.231000,0.000000,0.815000,0.000000,2.023000,0.000000,2.111000,0.000000
RPUSH,100000.000000,0.000000,0.345000,0.000000,0.024000,0.000000,0.255000,0.000000,0.847000,0.000000,1.247000,0.000000,2.623000,0.000000
LPOP,90909.090000,0.000000,0.318000,0.000000,0.056000,0.000000,0.295000,0.000000,0.535000,0.000000,0.807000,0.000000,0.927000,0.000000
RPOP,100000.000000,0.000000,0.300000,0.000000,0.016000,0.000000,0.263000,0.000000,0.575000,0.000000,0.943000,0.000000,1.311000,0.000000
SADD,111111.120000,0.000000,0.300000,0.000000,0.024000,0.000000,0.247000,0.000000,0.655000,0.000000,1.079000,0.000000,1.247000,0.000000
HSET,71428.570000,0.000000,0.600000,0.000000,0.016000,0.000000,0.335000,0.000000,1.767000,0.000000,3.759000,0.000000,3.911000,0.000000
SPOP,111111.120000,0.000000,0.251000,0.000000,0.056000,0.000000,0.231000,0.000000,0.415000,0.000000,0.535000,0.000000,0.743000,0.000000
LPUSH (needed to benchmark LRANGE),90909.090000,0.000000,0.427000,0.000000,0.016000,0.000000,0.263000,0.000000,1.335000,0.000000,1.959000,0.000000,5.831000,0.000000
LRANGE_100 (first 100 elements),71428.570000,0.000000,0.413000,0.000000,0.032000,0.000000,0.343000,0.000000,0.887000,0.000000,1.263000,0.000000,3.567000,0.000000
MSET (10 keys),111111.120000,0.000000,0.370000,0.000000,0.024000,0.000000,0.279000,0.000000,0.959000,0.000000,1.695000,0.000000,3.103000,0.000000
