test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,666666.620000,130984.630000,0.666000,0.119000,0.016000,0.008000,0.367000,0.040000,2.039000,1.104000,5.271000,1.336000,21.807000,10.264000
PING_MBULK,694444.500000,77303.630000,0.639000,0.026000,0.024000,0.000000,0.359000,0.016000,1.743000,0.384000,4.903000,0.640000,24.975000,4.352000
SET,366300.380000,38227.870000,1.359000,0.133000,0.032000,0.008000,0.895000,0.072000,4.239000,0.608000,6.791000,1.208000,14.543000,4.040000
GET,578034.690000,22997.560000,0.836000,0.042000,0.024000,0.000000,0.503000,0.016000,2.503000,0.704000,7.047000,2.320000,19.775000,0.480000
INCR,347222.250000,31565.630000,1.426000,0.126000,0.032000,0.000000,0.911000,0.112000,4.327000,0.336000,7.295000,0.816000,17.135000,4.680000
LPUSH,316455.690000,43765.630000,1.567000,0.244000,0.024000,0.008000,1.383000,0.136000,3.751000,0.968000,6.159000,5.168000,15.559000,3.960000
RPUSH,289855.060000,50047.190000,1.708000,0.259000,0.032000,0.008000,1.519000,0.272000,3.967000,0.608000,5.703000,0.360000,18.255000,6.136000
LPOP,308641.970000,38728.180000,1.607000,0.196000,0.024000,0.000000,1.391000,0.144000,3.759000,0.424000,5.935000,1.168000,15.079000,23.632000
RPOP,312500.000000,15634.780000,1.586000,0.083000,0.024000,0.000000,1.407000,0.024000,3.591000,0.400000,5.591000,1.432000,13.095000,8.248000
SADD,296735.910000,9602.620000,1.665000,0.049000,0.024000,0.008000,1.455000,0.080000,4.023000,0.104000,6.847000,0.712000,15.711000,2.888000
HSET,287356.340000,14211.850000,1.728000,0.083000,0.040000,0.008000,1.503000,0.072000,4.119000,0.184000,6.287000,1.368000,13.031000,10.912000
SPOP,325732.880000,16135.380000,1.524000,0.079000,0.016000,0.000000,1.351000,0.128000,3.999000,0.264000,6.439000,1.448000,17.663000,3.512000
LPUSH (needed to benchmark LRANGE),297619.060000,34380.400000,1.665000,0.185000,0.024000,0.008000,1.447000,0.176000,4.055000,0.560000,6.231000,0.960000,11.647000,2.304000
LRANGE_100 (first 100 elements),139275.770000,5556.620000,3.353000,0.158000,0.104000,0.008000,1.967000,0.216000,11.383000,0.720000,19.919000,1.536000,38.719000,7.520000
MSET (10 keys),134048.270000,12221.870000,3.718000,0.365000,0.120000,0.008000,3.087000,0.264000,9.127000,1.208000,13.311000,1.952000,22.735000,17.024000
