test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,1030927.810000,190562.620000,0.303000,0.046000,0.024000,0.008000,0.255000,0.056000,0.519000,0.200000,1.055000,0.200000,8.831000,6.120000
PING_MBULK,1086956.500000,261526.500000,0.293000,0.044000,0.032000,0.016000,0.239000,0.064000,0.487000,0.208000,0.983000,0.528000,6.455000,5.088000
SET,840336.120000,41006.000000,0.571000,0.040000,0.032000,0.000000,0.287000,0.024000,2.167000,0.384000,4.503000,1.048000,8.631000,1.640000
GET,925925.880000,26455.120000,0.482000,0.012000,0.032000,0.000000,0.327000,0.008000,1.167000,0.112000,3.575000,0.432000,8.399000,3.488000
INCR,833333.380000,27328.000000,0.587000,0.052000,0.032000,0.000000,0.255000,0.016000,2.255000,0.584000,5.519000,0.720000,9.239000,2.304000
LPUSH,476190.500000,96961.870000,1.038000,0.196000,0.032000,0.008000,1.127000,0.056000,1.487000,0.304000,2.287000,0.584000,5.215000,3.496000
RPUSH,490196.090000,9803.910000,1.005000,0.016000,0.032000,0.008000,1.111000,0.024000,1.407000,0.384000,2.167000,2.248000,4.135000,3.520000
LPOP,540540.560000,33986.650000,0.913000,0.058000,0.024000,0.000000,1.095000,0.016000,1.407000,0.216000,2.207000,0.288000,3.735000,1.576000
RPOP,558659.190000,29558.630000,0.885000,0.046000,0.024000,0.000000,1.087000,0.008000,1.327000,0.168000,2.007000,0.184000,3.295000,0.632000
SADD,520833.340000,5369.430000,0.948000,0.009000,0.032000,0.000000,1.103000,0.000000,1.391000,0.088000,2.159000,0.016000,3.263000,0.256000
HSET,497512.440000,20622.280000,0.989000,0.038000,0.032000,0.000000,1.111000,0.008000,1.327000,0.016000,2.071000,0.208000,2.991000,0.344000
SPOP,534759.310000,40524.470000,0.922000,0.060000,0.024000,0.000000,1.095000,0.024000,1.335000,0.280000,2.591000,0.272000,5.111000,0.168000
LPUSH (needed to benchmark LRANGE),537634.380000,52735.680000,0.916000,0.095000,0.024000,0.000000,1.095000,0.032000,1.303000,0.136000,2.143000,0.168000,3.551000,1.096000
LRANGE_100 (first 100 elements),189035.920000,2880.680000,1.900000,0.120000,0.208000,0.080000,1.207000,0.016000,5.679000,0.272000,10.079000,3.632000,17.375000,3.920000
MSET (10 keys),253164.550000,10054.220000,1.960000,0.082000,0.104000,0.000000,1.599000,0.064000,4.711000,0.296000,6.727000,0.240000,12.983000,3.248000
