"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","37622.27","1.317","0.104","1.199","2.343","3.583","7.207"
"PING_MBULK","37064.49","1.338","0.120","1.231","2.319","3.287","8.527"
"SET","35637.92","1.393","0.080","1.223","2.695","4.015","9.023"
"GET","36643.46","1.356","0.096","1.239","2.415","3.463","6.647"
"INCR","35137.04","1.412","0.064","1.263","2.687","4.199","8.383"
"LPUSH","36403.35","1.365","0.080","1.231","2.431","3.895","8.591"
"RPUSH","35714.29","1.389","0.088","1.247","2.543","3.911","6.951"
"LPOP","36995.93","1.339","0.080","1.215","2.391","3.943","7.703"
"RPOP","33534.54","1.480","0.096","1.319","2.831","4.327","14.015"
"SADD","36643.46","1.355","0.152","1.207","2.479","4.007","7.999"
"HSET","37216.23","1.334","0.080","1.207","2.359","3.863","8.231"
"SPOP","37037.04","1.339","0.096","1.215","2.319","4.071","10.103"
"LPUSH (needed to benchmark LRANGE)","36337.21","1.364","0.088","1.223","2.431","4.039","8.095"
"LRANGE_100 (first 100 elements)","30102.35","1.643","0.120","1.479","3.111","4.983","11.919"
"MSET (10 keys)","33978.93","1.463","0.096","1.351","2.575","4.415","15.503"
