"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","94517.96","0.284","0.088","0.271","0.391","0.519","1.023"
"PING_MBULK","120772.95","0.216","0.072","0.207","0.279","0.335","3.527"
"SET","114810.56","0.232","0.056","0.215","0.327","0.455","1.527"
"GET","109289.62","0.240","0.064","0.223","0.311","0.487","0.999"
"INCR","105152.48","0.262","0.056","0.263","0.471","0.575","1.567"
"LPUSH","123304.56","0.210","0.056","0.207","0.239","0.319","1.399"
"RPUSH","114678.90","0.228","0.056","0.215","0.295","0.383","1.095"
"LPOP","123456.79","0.213","0.072","0.207","0.271","0.343","0.575"
"RPOP","110864.74","0.241","0.056","0.215","0.359","0.519","3.511"
"SADD","119047.62","0.219","0.080","0.215","0.311","0.391","0.703"
"HSET","117785.63","0.223","0.056","0.215","0.311","0.383","3.463"
"SPOP","119331.74","0.226","0.048","0.207","0.327","0.511","4.223"
"LPUSH (needed to benchmark LRANGE)","121359.23","0.214","0.056","0.207","0.279","0.335","0.495"
"LRANGE_100 (first 100 elements)","82440.23","0.313","0.160","0.303","0.399","0.479","1.575"
"MSET (10 keys)","117233.30","0.291","0.064","0.263","0.487","0.607","0.943"
