"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1149425.38","0.233","0.024","0.223","0.311","0.567","1.175"
"PING_MBULK","1000000.00","0.273","0.024","0.239","0.375","0.623","3.567"
"SET","1010101.00","0.374","0.024","0.255","1.031","1.959","3.951"
"GET","1041666.69","0.307","0.024","0.239","0.663","1.527","7.735"
"INCR","1000000.00","0.368","0.024","0.287","0.999","2.047","5.719"
"LPUSH","854700.88","0.572","0.016","0.223","1.311","2.039","5.679"
"RPUSH","746268.62","0.652","0.024","0.783","1.239","1.879","3.055"
"LPOP","854700.88","0.551","0.016","0.255","1.175","2.015","5.439"
"RPOP","840336.12","0.561","0.016","0.343","1.175","2.271","5.071"
"SADD","724637.69","0.675","0.024","0.983","1.255","2.375","3.423"
"HSET","675675.69","0.725","0.024","0.951","1.151","2.015","5.135"
"SPOP","757575.75","0.587","0.024","0.351","1.119","2.031","6.527"
"LPUSH (needed to benchmark LRANGE)","877193.00","0.559","0.016","0.183","1.223","2.015","4.767"
"LRANGE_100 (first 100 elements)","205761.31","1.425","0.088","1.151","3.039","6.039","11.751"
"MSET (10 keys)","265252.00","1.863","0.096","1.487","4.471","6.183","13.279"
