"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","47938.64","10.411","5.984","9.823","14.311","16.671","18.927"
"PING_MBULK","47915.67","10.418","5.256","9.943","13.871","16.151","21.391"
"SET","33944.33","14.662","0.496","4.991","53.311","193.151","286.719"
"GET","48192.77","10.333","7.352","9.855","14.023","17.455","21.679"
"INCR","34234.85","14.549","0.472","4.839","67.391","174.847","243.327"
"LPUSH","18348.62","27.186","0.592","26.511","33.471","38.463","44.159"
"RPUSH","17274.14","28.866","0.480","28.383","35.583","39.487","55.871"
"LPOP","17577.78","28.369","0.544","27.759","35.199","38.911","44.127"
"RPOP","16866.25","29.582","0.552","28.335","38.783","45.535","50.303"
"SADD","17406.44","28.659","0.768","28.015","34.719","41.983","48.095"
"HSET","17400.38","28.652","0.496","28.127","33.887","39.615","45.599"
"SPOP","17534.63","28.449","0.672","28.079","34.079","38.559","50.879"
"LPUSH (needed to benchmark LRANGE)","17844.40","27.948","0.704","27.391","34.079","39.455","53.695"
"LRANGE_100 (first 100 elements)","38639.88","12.882","5.432","11.879","19.535","22.543","27.295"
"MSET (10 keys)","46061.72","10.835","5.920","10.231","15.199","19.407","23.967"
