"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","100806.45","0.284","0.016","0.247","0.431","1.071","5.543"
"PING_MBULK","101317.12","0.276","0.016","0.247","0.407","0.831","4.335"
"SET","105152.48","0.276","0.016","0.247","0.463","0.975","5.535"
"GET","99108.03","0.299","0.016","0.255","0.551","1.111","5.039"
"INCR","95510.98","0.310","0.016","0.263","0.519","1.375","10.479"
"LPUSH","99800.40","0.287","0.016","0.255","0.455","0.927","4.247"
"RPUSH","96805.42","0.286","0.016","0.263","0.431","0.799","7.679"
"LPOP","99800.40","0.299","0.016","0.247","0.535","1.239","13.911"
"RPOP","103842.16","0.278","0.016","0.247","0.439","0.991","6.671"
"SADD","94696.97","0.331","0.016","0.263","0.671","1.463","9.103"
"HSET","101936.80","0.296","0.016","0.255","0.567","1.111","12.431"
"SPOP","108108.11","0.267","0.016","0.239","0.415","1.063","7.799"
"LPUSH (needed to benchmark LRANGE)","105374.08","0.281","0.016","0.247","0.495","1.071","5.871"
"LRANGE_100 (first 100 elements)","65876.16","0.494","0.032","0.375","1.151","2.631","20.111"
"MSET (10 keys)","83542.19","0.477","0.024","0.319","1.383","2.903","11.031"
