"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","917431.19","0.300","0.080","0.279","0.423","0.567","1.055"
"PING_MBULK","892857.12","0.341","0.168","0.287","0.615","0.759","1.207"
"SET","952381.00","0.467","0.152","0.439","0.743","0.943","1.631"
"GET","934579.44","0.458","0.144","0.415","0.807","0.895","1.231"
"INCR","970873.81","0.457","0.168","0.415","0.775","0.887","1.151"
"LPUSH","1204819.38","0.273","0.096","0.263","0.399","0.487","0.655"
"RPUSH","1190476.25","0.248","0.072","0.231","0.359","0.599","1.015"
"LPOP","1000000.00","0.447","0.152","0.399","0.759","0.919","1.223"
"RPOP","1123595.50","0.331","0.144","0.327","0.487","0.551","0.807"
"SADD","892857.12","0.455","0.072","0.383","0.911","1.367","2.031"
"HSET","917431.19","0.482","0.160","0.439","0.799","0.943","1.191"
"SPOP","613496.94","0.721","0.128","0.671","1.487","1.911","2.431"
"LPUSH (needed to benchmark LRANGE)","1052631.62","0.293","0.168","0.279","0.447","0.671","1.271"
"LRANGE_100 (first 100 elements)","228310.50","1.207","0.424","1.063","2.247","3.023","3.663"
"MSET (10 keys)","347222.25","1.321","0.488","1.311","1.815","2.255","2.959"
