"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","38971.16","12.809","8.136","12.319","16.543","19.231","23.103"
"PING_MBULK","37850.11","13.192","6.544","12.623","17.119","20.175","29.807"
"SET","28876.70","17.236","0.560","6.175","68.735","202.367","277.247"
"GET","36886.76","13.531","0.896","12.727","18.687","22.255","54.495"
"INCR","28224.67","17.631","0.536","6.167","69.951","225.663","354.815"
"LPUSH","14775.41","33.746","0.720","33.119","39.999","44.607","50.879"
"RPUSH","14850.01","33.592","0.800","33.023","40.351","45.663","54.495"
"LPOP","14806.04","33.684","0.608","33.247","39.519","44.159","60.575"
"RPOP","14788.52","33.716","0.784","32.895","41.375","49.855","56.671"
"SADD","14997.00","33.257","0.824","32.623","40.159","45.727","50.271"
"HSET","14434.18","34.563","0.736","33.919","42.111","45.695","53.599"
"SPOP","14703.72","33.921","0.880","33.311","40.095","48.863","63.519"
"LPUSH (needed to benchmark LRANGE)","14729.71","33.856","0.664","33.151","40.479","50.207","57.407"
"LRANGE_100 (first 100 elements)","31806.62","15.656","8.080","14.503","22.655","25.391","30.175"
"MSET (10 keys)","35373.19","14.115","7.504","13.367","19.215","21.823","27.119"
