"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","840336.12","0.360","0.096","0.359","0.567","0.719","1.103"
"PING_MBULK","934579.44","0.307","0.144","0.263","0.503","0.623","0.967"
"SET","740740.69","0.568","0.216","0.551","0.855","1.023","1.551"
"GET","833333.38","0.500","0.184","0.471","0.751","1.143","2.191"
"INCR","746268.62","0.570","0.200","0.535","0.879","1.343","2.631"
"LPUSH","892857.12","0.440","0.168","0.407","0.703","0.895","2.495"
"RPUSH","840336.12","0.453","0.104","0.383","0.847","1.023","1.447"
"LPOP","833333.38","0.488","0.168","0.447","0.807","0.991","1.439"
"RPOP","847457.62","0.431","0.168","0.399","0.735","0.983","1.631"
"SADD","862069.00","0.435","0.168","0.375","0.815","1.063","1.447"
"HSET","884955.75","0.468","0.184","0.455","0.679","0.783","1.071"
"SPOP","523560.22","0.807","0.096","0.775","1.575","1.839","2.319"
"LPUSH (needed to benchmark LRANGE)","819672.12","0.401","0.176","0.383","0.623","0.759","1.079"
"LRANGE_100 (first 100 elements)","187265.92","1.493","0.112","1.263","2.719","4.279","6.935"
"MSET (10 keys)","255754.47","1.825","0.416","1.791","2.911","3.495","4.599"
