"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","114155.25","0.234","0.016","0.223","0.319","0.503","5.351"
"PING_MBULK","109890.11","0.240","0.016","0.231","0.311","0.447","2.351"
"SET","113507.38","0.235","0.016","0.223","0.295","0.535","2.607"
"GET","112107.62","0.239","0.016","0.231","0.303","0.535","4.463"
"INCR","98135.42","0.286","0.008","0.247","0.439","1.087","12.927"
"LPUSH","108577.63","0.245","0.016","0.231","0.335","0.527","3.599"
"RPUSH","106157.12","0.248","0.016","0.239","0.327","0.439","2.735"
"LPOP","105596.62","0.249","0.016","0.239","0.327","0.431","3.863"
"RPOP","109051.26","0.241","0.016","0.231","0.319","0.431","4.135"
"SADD","107642.62","0.249","0.016","0.239","0.335","0.567","4.055"
"HSET","106382.98","0.251","0.016","0.239","0.327","0.551","3.831"
"SPOP","105152.48","0.251","0.024","0.239","0.327","0.455","4.063"
"LPUSH (needed to benchmark LRANGE)","106044.54","0.248","0.024","0.239","0.327","0.407","2.991"
"LRANGE_100 (first 100 elements)","71890.73","0.401","0.032","0.351","0.663","1.439","15.207"
"MSET (10 keys)","104602.52","0.308","0.016","0.239","0.727","1.575","6.735"
