"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","934579.44","0.365","0.024","0.271","0.975","1.599","10.703"
"PING_MBULK","862069.00","0.427","0.024","0.303","1.023","2.023","18.479"
"SET","606060.56","0.805","0.032","0.447","2.799","5.175","10.103"
"GET","740740.69","0.613","0.032","0.391","1.695","2.863","14.375"
"INCR","598802.44","0.823","0.032","0.479","2.903","4.687","8.071"
"LPUSH","500000.00","0.986","0.024","1.095","1.775","3.447","5.831"
"RPUSH","465116.28","1.061","0.024","1.103","1.935","2.767","4.791"
"LPOP","505050.50","0.980","0.024","1.079","1.679","2.631","5.967"
"RPOP","497512.44","0.992","0.024","1.087","1.791","2.559","3.239"
"SADD","458715.59","1.074","0.024","1.111","2.007","2.823","4.695"
"HSET","423728.81","1.167","0.032","1.135","2.095","4.215","6.823"
"SPOP","462962.94","1.056","0.024","1.111","1.903","5.079","12.407"
"LPUSH (needed to benchmark LRANGE)","483091.78","1.013","0.024","1.087","2.079","4.479","7.911"
"LRANGE_100 (first 100 elements)","149925.03","2.906","0.112","1.551","9.487","17.407","30.207"
"MSET (10 keys)","149253.73","3.328","0.120","2.759","7.839","10.903","17.343"
