"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","117233.30","0.221","0.056","0.215","0.279","0.335","1.487"
"PING_MBULK","116414.43","0.222","0.056","0.223","0.279","0.327","1.159"
"SET","117096.02","0.222","0.056","0.223","0.271","0.335","1.807"
"GET","116822.43","0.222","0.048","0.223","0.279","0.335","1.255"
"INCR","112994.35","0.230","0.032","0.223","0.311","0.351","0.983"
"LPUSH","118623.96","0.219","0.032","0.215","0.255","0.327","1.327"
"RPUSH","116279.07","0.223","0.064","0.223","0.279","0.335","1.047"
"LPOP","119047.62","0.218","0.024","0.215","0.247","0.327","1.167"
"RPOP","112612.61","0.230","0.088","0.223","0.303","0.351","0.927"
"SADD","113250.28","0.229","0.072","0.223","0.295","0.343","0.871"
"HSET","114942.53","0.226","0.032","0.223","0.287","0.343","1.903"
"SPOP","118623.96","0.222","0.016","0.215","0.255","0.351","2.079"
"LPUSH (needed to benchmark LRANGE)","118483.41","0.219","0.040","0.215","0.255","0.327","1.623"
"LRANGE_100 (first 100 elements)","80064.05","0.335","0.032","0.319","0.423","0.855","4.687"
"MSET (10 keys)","108932.46","0.248","0.024","0.231","0.319","0.463","2.687"
