"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","99304.87","0.266","0.032","0.263","0.351","0.455","4.247"
"PING_MBULK","110011.00","0.239","0.024","0.223","0.303","0.399","8.207"
"SET","99800.40","0.260","0.072","0.271","0.319","0.367","1.223"
"GET","117233.30","0.222","0.032","0.223","0.263","0.335","1.527"
"INCR","116686.12","0.223","0.040","0.223","0.263","0.327","1.535"
"LPUSH","117233.30","0.222","0.024","0.223","0.263","0.335","1.199"
"RPUSH","117096.02","0.222","0.024","0.223","0.263","0.335","3.279"
"LPOP","111234.70","0.233","0.064","0.223","0.295","0.343","0.991"
"RPOP","114416.48","0.227","0.024","0.223","0.287","0.335","1.895"
"SADD","96618.36","0.268","0.072","0.279","0.319","0.367","1.375"
"HSET","114810.56","0.228","0.016","0.223","0.279","0.359","1.607"
"SPOP","116144.02","0.226","0.016","0.223","0.271","0.343","2.127"
"LPUSH (needed to benchmark LRANGE)","117096.02","0.222","0.016","0.223","0.263","0.335","1.151"
"LRANGE_100 (first 100 elements)","77579.52","0.342","0.024","0.319","0.439","0.719","11.087"
"MSET (10 keys)","112485.94","0.241","0.016","0.231","0.311","0.487","4.351"
