"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","101626.02","0.255","0.040","0.263","0.319","0.375","1.583"
"PING_MBULK","109409.20","0.239","0.016","0.231","0.327","0.399","3.911"
"SET","116686.12","0.223","0.024","0.223","0.271","0.327","1.231"
"GET","115207.38","0.225","0.016","0.223","0.287","0.343","1.735"
"INCR","114285.71","0.227","0.024","0.223","0.295","0.335","1.583"
"LPUSH","115074.80","0.227","0.056","0.223","0.287","0.335","3.375"
"RPUSH","114942.53","0.226","0.032","0.223","0.287","0.335","1.183"
"LPOP","116686.12","0.222","0.040","0.223","0.279","0.335","1.247"
"RPOP","117370.89","0.221","0.048","0.223","0.263","0.327","0.935"
"SADD","115340.26","0.225","0.024","0.223","0.287","0.327","1.431"
"HSET","117785.63","0.222","0.016","0.223","0.263","0.343","3.879"
"SPOP","115473.45","0.229","0.008","0.223","0.287","0.375","7.415"
"LPUSH (needed to benchmark LRANGE)","114416.48","0.231","0.008","0.223","0.295","0.383","9.159"
"LRANGE_100 (first 100 elements)","79744.82","0.338","0.024","0.319","0.415","0.871","13.879"
"MSET (10 keys)","115740.73","0.233","0.024","0.223","0.287","0.415","3.487"
