"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","943396.25","0.463","0.024","0.303","1.223","3.175","7.519"
"PING_MBULK","833333.38","0.555","0.024","0.367","1.375","4.431","13.463"
"SET","662251.69","0.740","0.032","0.311","2.879","7.583","12.327"
"GET","806451.62","0.604","0.032","0.463","1.535","2.327","9.863"
"INCR","613496.94","0.799","0.032","0.335","3.343","6.599","13.415"
"LPUSH","431034.50","1.152","0.032","1.159","1.727","2.735","5.375"
"RPUSH","390624.97","1.270","0.032","1.199","1.847","3.615","7.575"
"LPOP","442477.88","1.120","0.032","1.151","1.527","2.351","4.487"
"RPOP","452488.69","1.095","0.032","1.135","1.479","2.311","4.095"
"SADD","427350.44","1.157","0.032","1.151","1.631","2.591","5.535"
"HSET","403225.81","1.224","0.040","1.183","1.975","2.727","4.231"
"SPOP","436681.22","1.132","0.024","1.151","1.743","2.799","5.079"
"LPUSH (needed to benchmark LRANGE)","446428.56","1.105","0.032","1.143","1.479","2.383","5.135"
"LRANGE_100 (first 100 elements)","172413.80","2.290","0.120","1.351","6.935","11.391","18.319"
"MSET (10 keys)","217864.92","2.285","0.112","1.855","5.511","7.687","12.639"
