"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","840336.12","0.533","0.024","0.375","1.359","3.359","11.863"
"PING_MBULK","854700.88","0.495","0.032","0.335","1.247","2.799","9.071"
"SET","613496.94","0.803","0.040","0.359","3.271","7.183","10.639"
"GET","793650.75","0.611","0.032","0.455","1.599","2.927","7.095"
"INCR","555555.56","0.885","0.040","0.407","3.535","6.903","10.183"
"LPUSH","434782.59","1.135","0.032","1.143","1.511","2.167","6.247"
"RPUSH","414937.75","1.192","0.032","1.167","2.231","3.007","4.583"
"LPOP","442477.88","1.115","0.032","1.151","1.599","2.359","3.343"
"RPOP","442477.88","1.121","0.032","1.151","1.679","2.375","4.311"
"SADD","421940.94","1.169","0.032","1.167","1.727","2.647","3.487"
"HSET","400000.00","1.234","0.040","1.183","1.679","2.407","3.439"
"SPOP","423728.81","1.165","0.024","1.159","1.711","2.959","6.943"
"LPUSH (needed to benchmark LRANGE)","442477.88","1.118","0.032","1.135","1.799","2.711","5.543"
"LRANGE_100 (first 100 elements)","176678.45","2.159","0.128","1.279","6.503","12.063","21.775"
"MSET (10 keys)","229357.80","2.165","0.112","1.727","5.287","7.655","15.095"
